"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","GLA"
"Supermarket and Grocery Stores","All Butchers","Millmerran Meat Holdings Pty Ltd","37 Campbell St, Millmerran QLD 4357","Millmerran","4357","Queensland","Australia","1764.18",""
"Supermarket and Grocery Stores","All Butchers","Texas Butchery","16 High St, Texas QLD 4385","Texas","4385","Queensland","Australia","1764.22",""
"Supermarket and Grocery Stores","All Butchers","Tasman Market Fresh Meats","35-37 Bald Hill Rd, Pakenham VIC 3810","Pakenham","3810","Victoria","Australia","1764.79",""
"Supermarket and Grocery Stores","All Butchers","Elderstone Nominees Pty Ltd","Hillside Cuballing Rd, Narrogin WA 6312","Wardering","6311","Western Australia","Australia","1765.4",""
"Supermarket and Grocery Stores","All Butchers","Wildes Fresh Meats","48 High St, Hastings VIC 3915","Hastings","3915","Victoria","Australia","1766.06",""
"Supermarket and Grocery Stores","All Butchers","TT Butcher","7/ 9-11 High St, Hastings VIC 3915","Hastings","3915","Victoria","Australia","1766.19",""
"Supermarket and Grocery Stores","All Butchers","Murrays Local Meat","54B Angus Ave, Kandos NSW 2848","Kandos","2848","New South Wales","Australia","1766.87",""
"Supermarket and Grocery Stores","All Butchers","Balnarring Village Meats","Shop 16 Balnarring Village Shopng Cntr, Balnarring VIC 3926","Balnarring","3926","Victoria","Australia","1767.79",""
"Supermarket and Grocery Stores","All Butchers","Tawonga South Butchery","Shop 1/ 211 Kiewa Valley Hwy, Tawonga South VIC 3698","Tawonga South","3698","Victoria","Australia","1768.44",""
"Supermarket and Grocery Stores","All Butchers","T Bones & Sons Beverley Butchers","105 Vincent St, Beverley WA 6304","Beverley","6304","Western Australia","Australia","1769.01",""
"Supermarket and Grocery Stores","All Butchers","Mundubbera Butchering Co","61 Lyons St, Mundubbera QLD 4626","Mundubbera","4626","Queensland","Australia","1769.22",""
"Supermarket and Grocery Stores","All Butchers","TJ'S Gourmet Meats","96 South Gippsland Hwy, Tooradin VIC 3980","Tooradin","3980","Victoria","Australia","1769.25",""
"Supermarket and Grocery Stores","All Butchers","Tooradin Fresh Meat & Deli","Unit 1/ 98 South Gippsland Hwy, Tooradin VIC 3980","Tooradin","3980","Victoria","Australia","1769.26",""
"Supermarket and Grocery Stores","All Butchers","Mcdonald Meats","22 Hollonds St, Mt Beauty VIC 3699","Mount Beauty","3699","Victoria","Australia","1769.73",""
"Supermarket and Grocery Stores","All Butchers","Pingelly Quality Meats","14 Parade St, Pingelly WA 6308","Pingelly","6308","Western Australia","Australia","1771.33",""
"Supermarket and Grocery Stores","All Butchers","Koo Wee Rup Mobile Butchers","260 Koo Wee Rup Rd, Koo Wee Rup VIC 3981","Koo Wee Rup","3981","Victoria","Australia","1771.83",""
"Supermarket and Grocery Stores","All Butchers","Wade Street Meats","4 Wade St, Inverell NSW 2360","Inverell","2360","New South Wales","Australia","1773.72",""
"Supermarket and Grocery Stores","All Butchers","Bunyip River Meats","26-29 Station St, Koo Wee Rup VIC 3981","Koo Wee Rup","3981","Victoria","Australia","1774.44",""
"Supermarket and Grocery Stores","All Butchers","Sapphire City Meats","71 Byron St, Inverell NSW 2360","Inverell","2360","New South Wales","Australia","1774.48",""
"Supermarket and Grocery Stores","All Butchers","Burtenshaw's Butchery","142 Byron St, Inverell NSW 2360","Inverell","2360","New South Wales","Australia","1774.49",""
"Supermarket and Grocery Stores","All Butchers","Lennons Butchery","102 Otho St, Inverell NSW 2360","Inverell","2360","New South Wales","Australia","1774.59",""
"Supermarket and Grocery Stores","All Butchers","York Quality Butchers","117 Avon Tce, York WA 6302","York","6302","Western Australia","Australia","1775.4",""
"Supermarket and Grocery Stores","All Butchers","All Cuts Mobile Butcher","117 Rossi St, Yass NSW 2582","Yass","2582","New South Wales","Australia","1776.09",""
"Supermarket and Grocery Stores","All Butchers","Quin's Gourmet Butchers","Shop 5 Northam Blvd Fitzgerald Street, Northam WA 6401","Northam","6401","Western Australia","Australia","1776.1",""
"Supermarket and Grocery Stores","All Butchers","Hillside Abattoirs","148 Boxsell Rd, Hillside WA 6312","Hillside","6312","Western Australia","Australia","1776.11",""
"Supermarket and Grocery Stores","All Butchers","Patrick's Butchery","49 Comur St, Yass NSW 2582","Yass","2582","New South Wales","Australia","1776.5",""
"Supermarket and Grocery Stores","All Butchers","Garfield Country Style Meats Wholesale & Smokehouse","89 Main St, Garfield VIC 3814","Garfield","3814","Victoria","Australia","1776.61",""
"Supermarket and Grocery Stores","All Butchers","DJ's Family Butchery","124 Comur St, Yass NSW 2582","Yass","2582","New South Wales","Australia","1776.71",""
"Supermarket and Grocery Stores","All Butchers","Sprys On Throssell","123 Throssell St, Throssell WA 6401","Northam","6401","Western Australia","Australia","1776.99",""
"Supermarket and Grocery Stores","All Butchers","Andrew Garfield","Garfield VIC 3814","Garfield","3814","Victoria","Australia","1777.59",""
"Supermarket and Grocery Stores","All Butchers","Gordon's Meats","Ensor St, Bell QLD 4408","Bell","4408","Queensland","Australia","1778.87",""
"Supermarket and Grocery Stores","All Butchers","Narrogin Country Fresh Meats","Shop 5 Bintamilling Arc, Narrogin WA 6312","Narrogin","6312","Western Australia","Australia","1780.18",""
"Supermarket and Grocery Stores","All Butchers","BKW Co-Operative Ltd","74 Austral Tce, Katanning WA 6317","Katanning","6317","Western Australia","Australia","1781.46",""
"Supermarket and Grocery Stores","All Butchers","JB's Quality Meats","124 Clive St, Katanning WA 6317","Katanning","6317","Western Australia","Australia","1781.55",""
"Supermarket and Grocery Stores","All Butchers","Brookton Meats","Brookton Hwy, Brookton WA 6306","Jelcobine","6306","Western Australia","Australia","1781.61",""
"Supermarket and Grocery Stores","All Butchers","Wagin Meats","50 Tudhoe St, Wagin WA 6315","Wagin","6315","Western Australia","Australia","1781.69",""
"Supermarket and Grocery Stores","All Butchers","Mal & Big O's Meat Barn","35 Hanson St, Corryong VIC 3707","Corryong","3707","Victoria","Australia","1783.79",""
"Supermarket and Grocery Stores","All Butchers","The Meat Safe Longwarry","5 Kennedy St, Longwarry VIC 3816","Longwarry","3816","Victoria","Australia","1783.81",""
"Supermarket and Grocery Stores","All Butchers","Mulcahys Meat Showcase","33 Westernport Rd, Lang Lang VIC 3984","Lang Lang","3984","Victoria","Australia","1784.23",""
"Supermarket and Grocery Stores","All Butchers","Bargo Quality Meats","Hume Hwy, Bargo NSW 2574","Manton","2582","New South Wales","Australia","1784.47",""
"Supermarket and Grocery Stores","All Butchers","Westdale Meats","Shop 4 261 Gunnedah Rd, Westdale NSW 2340","Westdale","2340","New South Wales","Australia","1784.83",""
"Supermarket and Grocery Stores","All Butchers","Teuma Ja & M","2228 Bylong Valley Way, Widden NSW 2328","Widden","2328","New South Wales","Australia","1785.1",""
"Supermarket and Grocery Stores","All Butchers","The Jindi Pig Butchers","141 Main Neerim Rd, Neerim South VIC 3831","Neerim South","3831","Victoria","Australia","1787.38",""
"Supermarket and Grocery Stores","All Butchers","Country Capital Meats","11 Avro St, Tamworth NSW 2340","Taminda","2340","New South Wales","Australia","1787.54",""
"Supermarket and Grocery Stores","All Butchers","Mick's Meat House","Northgate, Tamworth NSW 2340","North Tamworth","2340","New South Wales","Australia","1788.02",""
"Supermarket and Grocery Stores","All Butchers","Kays Wholesale Meats","5 Brewery Lane, Tamworth NSW 2340","North Tamworth","2340","New South Wales","Australia","1788.38",""
"Supermarket and Grocery Stores","All Butchers","Today Fresh Cuts","StocklandShpngCntr/ Shop 9/ Phillip St, Gladstone QLD 4680","West Gladstone","4680","Queensland","Australia","1788.43",""
"Supermarket and Grocery Stores","All Butchers","Southgate Butchery","3 Kathleen St, South Tamworth NSW 2340","South Tamworth","2340","New South Wales","Australia","1788.74",""
"Supermarket and Grocery Stores","All Butchers","Eves Butchery","Vale St, Portland NSW 2847","Portland","2847","New South Wales","Australia","1788.77",""
"Supermarket and Grocery Stores","All Butchers","Kin Kora Meats","shop 11 sunvalley marketplace 85 Sunvalley Rd, Kin Kora QLD 4680","Kin Kora","4680","Queensland","Australia","1789.05",""
"Supermarket and Grocery Stores","All Butchers","Ford's Butchery","15 Darling St, Tamworth NSW 2340","Tamworth","2340","New South Wales","Australia","1789.19",""
"Supermarket and Grocery Stores","All Butchers","Country Capital Meats","374 Peel St, Tamworth NSW 2340","Tamworth","2340","New South Wales","Australia","1789.48",""
"Supermarket and Grocery Stores","All Butchers","Paddock to Plate","Shop 2 308 Goonoo Goonoo Rd, Tamworth NSW 2340","South Tamworth","2340","New South Wales","Australia","1789.56",""
"Supermarket and Grocery Stores","All Butchers","Martins Home Kill","Tamworth NSW 2340","Tamworth","2340","New South Wales","Australia","1789.7",""
"Supermarket and Grocery Stores","All Butchers","Penrose Prime Meats","Tamworth Square Shop 16 Peel Street, Tamworth NSW 2340","Tamworth","2340","New South Wales","Australia","1789.75",""
"Supermarket and Grocery Stores","All Butchers","Drouin Quality Cut Butchers","58 Commercial Pl, Drouin VIC 3818","Drouin","3818","Victoria","Australia","1791.05",""
"Supermarket and Grocery Stores","All Butchers","Digrandi Quality Cut Butchers","Commercial Pl, Drouin VIC 3818","Drouin","3818","Victoria","Australia","1791.14",""
"Supermarket and Grocery Stores","All Butchers","The Meat Hook Toodyay","121A Stirling Tce, Toodyay WA 6566","Toodyay","6566","Western Australia","Australia","1791.3",""
"Supermarket and Grocery Stores","All Butchers","Barney Point Butchery","31 Young St, Gladstone QLD 4680","Barney Point","4680","Queensland","Australia","1791.49",""
"Supermarket and Grocery Stores","All Butchers","McWilliams Meats","Shop 2/ 10 Campbell Rd, Calala NSW 2340","Calala","2340","New South Wales","Australia","1791.5",""
"Supermarket and Grocery Stores","All Butchers","Murrumbateman Butchery","22 East St, Murrumbateman NSW 2582","Murrumbateman","2582","New South Wales","Australia","1793.18",""
"Supermarket and Grocery Stores","All Butchers","Hillies Meats","119 Marine Parade, San Remo VIC 3925","San Remo","3925","Victoria","Australia","1794.16",""
"Supermarket and Grocery Stores","All Butchers","Barkers Butchery","171 Oberon St, Oberon NSW 2787","Oberon","2787","New South Wales","Australia","1794.45",""
"Supermarket and Grocery Stores","All Butchers","Oberon Farm Meats","159 Oberon St, Oberon NSW 2787","Oberon","2787","New South Wales","Australia","1794.5",""
"Supermarket and Grocery Stores","All Butchers","R. Radford & Son Pty Ltd","1 Skinners Rd, Warragul VIC 3820","Warragul","3820","Victoria","Australia","1794.94",""
"Supermarket and Grocery Stores","All Butchers","Bairdy's Mobile Butchery","Lade Vale NSW 2581","Lade Vale","2581","New South Wales","Australia","1795.45",""
"Supermarket and Grocery Stores","All Butchers","Nemingha Butchery","3 Nemingha Shopng Vlge, Nemingha NSW 2340","Nemingha","2340","New South Wales","Australia","1795.63",""
"Supermarket and Grocery Stores","All Butchers","Kucks On-Farm Butchery","17-19 Bunya Mts Maclagan Rd, Maclagan QLD 4352","Maclagan","4352","Queensland","Australia","1796.97",""
"Supermarket and Grocery Stores","All Butchers","Maclagan Meats","Margaret St, Maclagan QLD 4352","Maclagan","4352","Queensland","Australia","1797.05",""
"Supermarket and Grocery Stores","All Butchers","Rhodes Quality Butchers","43 Smith St, Warragul VIC 3820","Warragul","3820","Victoria","Australia","1797.62",""
"Supermarket and Grocery Stores","All Butchers","A Cut Above Quality Meats","8 Palmerston St, Warragul VIC 3820","Warragul","3820","Victoria","Australia","1797.63",""
"Supermarket and Grocery Stores","All Butchers","Morland Meats","27 Smith St, Warragul VIC 3820","Warragul","3820","Victoria","Australia","1797.67",""
"Supermarket and Grocery Stores","All Butchers","Wallerawang Village Meats","24 Main St, Wallerawang NSW 2845","Wallerawang","2845","New South Wales","Australia","1798.56",""
"Supermarket and Grocery Stores","All Butchers","Pittsworth Meats","112 Yandilla St, Pittsworth QLD 4356","Pittsworth","4356","Queensland","Australia","1798.88",""
"Supermarket and Grocery Stores","All Butchers","Lenihan B J","Bell St, Kumbia QLD 4610","Kumbia","4610","Queensland","Australia","1799.0",""
"Supermarket and Grocery Stores","All Butchers","Ashtons Butchery","66 Yandilla St, Pittsworth QLD 4356","Pittsworth","4356","Queensland","Australia","1799.11",""
"Supermarket and Grocery Stores","All Butchers","Goff Meats Pty Ltd","227 Hamiltons Rd, Warragul South VIC 3821","Lardner","3821","Victoria","Australia","1799.12",""
"Supermarket and Grocery Stores","All Butchers","Tannum Meats","Shop 4 Tannum Arcade Hampton Dr, Tannum Sands QLD 4680","Tannum Sands","4680","Queensland","Australia","1799.53",""
"Supermarket and Grocery Stores","All Butchers","Cam & Sue's Quality Meats","10 Capper St, Gayndah QLD 4625","Gayndah","4625","Queensland","Australia","1799.86",""
"Supermarket and Grocery Stores","All Butchers","Gayndah Meat Hall Pty Ltd","6 Capper St, Gayndah QLD 4625","Gayndah","4625","Queensland","Australia","1799.86",""
"Supermarket and Grocery Stores","All Butchers","Kootingal Quality Meats","1 Gate St, Kootingal NSW 2352","Kootingal","2352","New South Wales","Australia","1799.99",""
"Supermarket and Grocery Stores","All Butchers","G Hills & Co","127 Goulburn St, Crookwell NSW 2583","Crookwell","2583","New South Wales","Australia","1800.4",""
"Supermarket and Grocery Stores","All Butchers","Gunning Butcher Shop","80 Yass St, Gunning NSW 2581","Gunning","2581","New South Wales","Australia","1801.45",""
"Supermarket and Grocery Stores","All Butchers","Kerrytown Meats","9 Toowoomba Rd, Oakey QLD 4401","Oakey","4401","Queensland","Australia","1806.3",""
"Supermarket and Grocery Stores","All Butchers","Hamlyn's Modern Meats","87 Campbell St, Oakey QLD 4401","Oakey","4401","Queensland","Australia","1806.3",""
"Supermarket and Grocery Stores","All Butchers","Elite Meats Canberra","Shop 12/ Hardwick Crst, Holt ACT 2615","Holt","2615","Australian Capital Territory","Australia","1807.0",""
"Supermarket and Grocery Stores","All Butchers","Rossiter & Co Butchers","100 Railway Rd, Three Springs WA 6519","Three Springs","6519","Western Australia","Australia","1807.04",""
"Supermarket and Grocery Stores","All Butchers","More Than Meats","Belconnen ACT 2616","Latham","2615","Australian Capital Territory","Australia","1808.03",""
"Supermarket and Grocery Stores","All Butchers","W. Purser & Sons","Dandaragan St, Moora WA 6510","Moora","6510","Western Australia","Australia","1808.34",""
"Supermarket and Grocery Stores","All Butchers","My Butcher On Main","123 Main St, Lithgow NSW 2790","Lithgow","2790","New South Wales","Australia","1809.51",""
"Supermarket and Grocery Stores","All Butchers","Florey Fine Meats","3 Kesteven St, Florey ACT 2615","Florey","2615","Australian Capital Territory","Australia","1809.7",""
"Supermarket and Grocery Stores","All Butchers","Hawker Butchery","Hawker Shopng Cntr, Hawker ACT 2614","Hawker","2614","Australian Capital Territory","Australia","1809.98",""
"Supermarket and Grocery Stores","All Butchers","Mobile Butcher Hunter Valley Farm Slaughter & Meat Preparation Service","56 Ogilvie St, Denman NSW 2328","Denman","2328","New South Wales","Australia","1810.2",""
"Supermarket and Grocery Stores","All Butchers","Gattis Family Butcher","1430 Princes Hwy, Yarragon VIC 3823","Yarragon","3823","Victoria","Australia","1810.29",""
"Supermarket and Grocery Stores","All Butchers","Gatti's Family Butchers","1430 Princes Hwy, Yarragon VIC 3823","Yarragon","3823","Victoria","Australia","1810.29",""
"Supermarket and Grocery Stores","All Butchers","Evatt Butchery","14 Heydon Pl, Evatt ACT 2617","Evatt","2617","Australian Capital Territory","Australia","1810.3",""
"Supermarket and Grocery Stores","All Butchers","More Than Meats","Shop 34 Westfield, Belconnen ACT 2616","Belconnen","2617","Australian Capital Territory","Australia","1811.26",""
"Supermarket and Grocery Stores","All Butchers","Mike's Meat Superstore","Lathlain St, Belconnen ACT 2617","Belconnen","2617","Australian Capital Territory","Australia","1811.34",""
"Supermarket and Grocery Stores","All Butchers","Market Meats","Lathlain St, Belconnen ACT 2617","Belconnen","2617","Australian Capital Territory","Australia","1811.34",""
